StationName,StationID,Month,Day,MaxTemp,MinTemp,AveTemp,MaxTempSD,MinTempSD,AveTempSD,ICAO
USW00026422,EAGLE AP,1,5,-0.5,-17.3,-8.9,20.5,20.7,20.1,PAEG
USW00026422,EAGLE AP,1,6,-0.8,-17.5,-9.1,20.7,20.8,20.2,PAEG
USW00026422,EAGLE AP,1,7,-1,-17.7,-9.3,20.8,20.9,20.4,PAEG
USW00026422,EAGLE AP,1,8,-1.2,-17.8,-9.5,21,21.1,20.6,PAEG
USW00026422,EAGLE AP,1,9,-1.4,-18,-9.7,21.1,21.2,20.7,PAEG
USW00026422,EAGLE AP,1,10,-1.6,-18.2,-9.9,21.3,21.4,20.9,PAEG
USW00026422,EAGLE AP,1,11,-1.8,-18.3,-10,21.4,21.5,21,PAEG
USW00026422,EAGLE AP,1,12,-1.9,-18.4,-10.2,21.5,21.6,21.1,PAEG
USW00026422,EAGLE AP,1,13,-2,-18.5,-10.3,21.6,21.8,21.2,PAEG
USW00026422,EAGLE AP,1,14,-2.1,-18.5,-10.3,21.7,21.9,21.3,PAEG
USW00026422,EAGLE AP,1,15,-2.2,-18.6,-10.4,21.7,22,21.4,PAEG
USW00026422,EAGLE AP,1,16,-2.2,-18.6,-10.4,21.8,22.1,21.5,PAEG
USW00026422,EAGLE AP,1,17,-2.2,-18.6,-10.4,21.9,22.2,21.6,PAEG
USW00026422,EAGLE AP,1,18,-2.2,-18.6,-10.4,21.9,22.2,21.6,PAEG
USW00026422,EAGLE AP,1,19,-2.2,-18.6,-10.4,21.9,22.3,21.6,PAEG
USW00026422,EAGLE AP,1,20,-2.1,-18.5,-10.3,21.9,22.3,21.6,PAEG
USW00026422,EAGLE AP,1,21,-2,-18.5,-10.2,21.8,22.4,21.6,PAEG
USW00026422,EAGLE AP,1,22,-1.9,-18.4,-10.1,21.8,22.4,21.6,PAEG
USW00026422,EAGLE AP,1,23,-1.7,-18.3,-10,21.7,22.4,21.6,PAEG
USW00026422,EAGLE AP,1,24,-1.5,-18.2,-9.8,21.6,22.4,21.5,PAEG
USW00026422,EAGLE AP,1,25,-1.3,-18.1,-9.7,21.5,22.3,21.5,PAEG
USW00026422,EAGLE AP,1,26,-1,-17.9,-9.5,21.4,22.3,21.4,PAEG
USW00026422,EAGLE AP,1,27,-0.8,-17.8,-9.3,21.2,22.2,21.3,PAEG
USW00026422,EAGLE AP,1,28,-0.5,-17.6,-9,21.1,22.2,21.1,PAEG
USW00026422,EAGLE AP,1,29,-0.2,-17.4,-8.8,20.9,22.1,21,PAEG
USW00026422,EAGLE AP,1,30,0.2,-17.2,-8.5,20.7,22,20.9,PAEG
USW00026422,EAGLE AP,1,31,0.5,-17.1,-8.3,20.6,22,20.8,PAEG
USW00026422,EAGLE AP,2,1,0.9,-16.9,-8,20.4,21.9,20.7,PAEG
USW00026422,EAGLE AP,2,2,1.3,-16.7,-7.7,20.3,21.9,20.6,PAEG
USW00026422,EAGLE AP,2,3,1.7,-16.5,-7.4,20.2,21.8,20.5,PAEG
USW00026422,EAGLE AP,2,4,2.1,-16.3,-7.1,20,21.8,20.4,PAEG
USW00026422,EAGLE AP,2,5,2.6,-16.1,-6.7,19.8,21.7,20.2,PAEG
USW00026422,EAGLE AP,2,6,3,-15.9,-6.4,19.7,21.6,20.1,PAEG
USW00026422,EAGLE AP,2,7,3.5,-15.7,-6.1,19.5,21.6,20,PAEG
USW00026422,EAGLE AP,2,8,4,-15.5,-5.8,19.3,21.5,19.9,PAEG
USW00026422,EAGLE AP,2,9,4.5,-15.3,-5.4,19.1,21.4,19.7,PAEG
USW00026422,EAGLE AP,2,10,4.9,-15.1,-5.1,19,21.4,19.6,PAEG
USW00026422,EAGLE AP,2,11,5.4,-15,-4.8,18.8,21.3,19.5,PAEG
USW00026422,EAGLE AP,2,12,5.9,-14.8,-4.4,18.6,21.3,19.4,PAEG
USW00026422,EAGLE AP,2,13,6.4,-14.6,-4.1,18.5,21.2,19.3,PAEG
USW00026422,EAGLE AP,2,14,6.9,-14.5,-3.8,18.3,21.1,19.1,PAEG
USW00026422,EAGLE AP,2,15,7.4,-14.3,-3.5,18.1,21,19,PAEG
USW00026422,EAGLE AP,2,16,7.9,-14.2,-3.1,17.8,20.9,18.8,PAEG
USW00026422,EAGLE AP,2,17,8.4,-14.1,-2.8,17.6,20.8,18.6,PAEG
USW00026422,EAGLE AP,2,18,8.9,-14,-2.5,17.4,20.7,18.5,PAEG
USW00026422,EAGLE AP,2,19,9.4,-13.8,-2.2,17.2,20.6,18.3,PAEG
USW00026422,EAGLE AP,2,20,9.9,-13.7,-1.9,17.1,20.4,18.1,PAEG
USW00026422,EAGLE AP,2,21,10.4,-13.6,-1.6,16.9,20.3,18,PAEG
USW00026422,EAGLE AP,2,22,10.9,-13.5,-1.3,16.8,20.2,17.9,PAEG
USW00026422,EAGLE AP,2,23,11.3,-13.4,-1,16.6,20.1,17.7,PAEG
USW00026422,EAGLE AP,2,24,11.8,-13.3,-0.7,16.5,20.1,17.6,PAEG
USW00026422,EAGLE AP,2,25,12.3,-13.2,-0.5,16.3,20,17.5,PAEG
USW00026422,EAGLE AP,2,26,12.8,-13.1,-0.2,16.2,19.8,17.4,PAEG
USW00026422,EAGLE AP,2,27,13.2,-13,0.1,16.1,19.7,17.3,PAEG
USW00026422,EAGLE AP,2,28,13.7,-12.9,0.4,16,19.6,17.1,PAEG
USW00026422,EAGLE AP,2,29,13.7,-12.9,0.4,16,19.6,17.1,PAEG
USW00026422,EAGLE AP,3,1,14.2,-12.7,0.7,15.9,19.5,17,PAEG
USW00026422,EAGLE AP,3,2,14.6,-12.6,1,15.7,19.4,16.9,PAEG
USW00026422,EAGLE AP,3,3,15.1,-12.5,1.3,15.6,19.3,16.7,PAEG
USW00026422,EAGLE AP,3,4,15.6,-12.3,1.6,15.5,19.1,16.6,PAEG
USW00026422,EAGLE AP,3,5,16,-12.1,2,15.4,19,16.5,PAEG
USW00026422,EAGLE AP,3,6,16.5,-11.9,2.3,15.3,18.8,16.3,PAEG
USW00026422,EAGLE AP,3,7,17,-11.7,2.6,15.1,18.7,16.2,PAEG
USW00026422,EAGLE AP,3,8,17.5,-11.5,3,15,18.5,16,PAEG
USW00026422,EAGLE AP,3,9,18,-11.2,3.4,14.9,18.4,15.9,PAEG
USW00026422,EAGLE AP,3,10,18.4,-11,3.7,14.7,18.2,15.7,PAEG
USW00026422,EAGLE AP,3,11,19,-10.7,4.1,14.6,18.1,15.6,PAEG
USW00026422,EAGLE AP,3,12,19.5,-10.3,4.6,14.4,17.9,15.4,PAEG
USW00026422,EAGLE AP,3,13,20,-10,5,14.3,17.8,15.2,PAEG
USW00026422,EAGLE AP,3,14,20.5,-9.6,5.5,14.2,17.6,15.1,PAEG
USW00026422,EAGLE AP,3,15,21.1,-9.2,5.9,14,17.4,14.9,PAEG
USW00026422,EAGLE AP,3,16,21.6,-8.7,6.4,13.9,17.3,14.8,PAEG
USW00026422,EAGLE AP,3,17,22.2,-8.3,7,13.8,17.1,14.6,PAEG
USW00026422,EAGLE AP,3,18,22.8,-7.8,7.5,13.6,17,14.5,PAEG
USW00026422,EAGLE AP,3,19,23.4,-7.2,8.1,13.5,16.9,14.4,PAEG
USW00026422,EAGLE AP,3,20,24,-6.7,8.7,13.4,16.7,14.2,PAEG
USW00026422,EAGLE AP,3,21,24.6,-6.1,9.3,13.3,16.5,14.1,PAEG
USW00026422,EAGLE AP,3,22,25.3,-5.4,9.9,13.2,16.4,13.9,PAEG
USW00026422,EAGLE AP,3,23,25.9,-4.8,10.6,13.1,16.2,13.8,PAEG
USW00026422,EAGLE AP,3,24,26.6,-4.1,11.2,13,16,13.6,PAEG
USW00026422,EAGLE AP,3,25,27.3,-3.4,11.9,12.8,15.8,13.5,PAEG
USW00026422,EAGLE AP,3,26,28,-2.6,12.7,12.7,15.6,13.3,PAEG
USW00026422,EAGLE AP,3,27,28.7,-1.9,13.4,12.6,15.5,13.2,PAEG
USW00026422,EAGLE AP,3,28,29.4,-1.1,14.2,12.5,15.3,13.1,PAEG
USW00026422,EAGLE AP,3,29,30.1,-0.3,14.9,12.4,15.1,12.9,PAEG
USW00026422,EAGLE AP,3,30,30.9,0.6,15.7,12.3,14.9,12.8,PAEG
USW00026422,EAGLE AP,3,31,31.6,1.4,16.5,12.1,14.7,12.6,PAEG
USW00026422,EAGLE AP,4,1,32.4,2.3,17.3,12,14.5,12.4,PAEG
USW00026422,EAGLE AP,4,2,33.1,3.2,18.1,11.9,14.3,12.3,PAEG
USW00026422,EAGLE AP,4,3,33.9,4,19,11.7,14,12.1,PAEG
USW00026422,EAGLE AP,4,4,34.7,4.9,19.8,11.6,13.8,11.9,PAEG
USW00026422,EAGLE AP,4,5,35.5,5.9,20.7,11.4,13.6,11.7,PAEG
USW00026422,EAGLE AP,4,6,36.2,6.8,21.5,11.3,13.3,11.6,PAEG
USW00026422,EAGLE AP,4,7,37,7.7,22.4,11.2,13,11.4,PAEG
USW00026422,EAGLE AP,4,8,37.8,8.6,23.2,11.1,12.8,11.2,PAEG
USW00026422,EAGLE AP,4,9,38.6,9.5,24.1,10.9,12.5,11,PAEG
USW00026422,EAGLE AP,4,10,39.4,10.4,24.9,10.8,12.2,10.8,PAEG
USW00026422,EAGLE AP,4,11,40.1,11.4,25.7,10.7,11.8,10.6,PAEG
USW00026422,EAGLE AP,4,12,40.9,12.3,26.6,10.6,11.5,10.3,PAEG
USW00026422,EAGLE AP,4,13,41.6,13.2,27.4,10.5,11.2,10.1,PAEG
USW00026422,EAGLE AP,4,14,42.4,14,28.2,10.4,10.9,9.9,PAEG
USW00026422,EAGLE AP,4,15,43.1,14.9,29,10.3,10.5,9.7,PAEG
USW00026422,EAGLE AP,4,16,43.8,15.8,29.8,10.3,10.2,9.5,PAEG
USW00026422,EAGLE AP,4,17,44.6,16.6,30.6,10.2,9.9,9.4,PAEG
USW00026422,EAGLE AP,4,18,45.3,17.4,31.3,10.1,9.6,9.2,PAEG
USW00026422,EAGLE AP,4,19,46,18.2,32.1,10,9.4,9,PAEG
USW00026422,EAGLE AP,4,20,46.6,19,32.8,10,9.1,8.8,PAEG
USW00026422,EAGLE AP,4,21,47.3,19.7,33.5,9.9,8.8,8.6,PAEG
USW00026422,EAGLE AP,4,22,47.9,20.5,34.2,9.8,8.5,8.5,PAEG
USW00026422,EAGLE AP,4,23,48.6,21.2,34.9,9.7,8.3,8.3,PAEG
USW00026422,EAGLE AP,4,24,49.2,21.9,35.5,9.6,8,8.1,PAEG
USW00026422,EAGLE AP,4,25,49.8,22.6,36.2,9.6,7.8,8,PAEG
USW00026422,EAGLE AP,4,26,50.3,23.2,36.8,9.5,7.6,7.8,PAEG
USW00026422,EAGLE AP,4,27,50.9,23.8,37.4,9.4,7.4,7.7,PAEG
USW00026422,EAGLE AP,4,28,51.5,24.4,38,9.3,7.2,7.5,PAEG
USW00026422,EAGLE AP,4,29,52,25,38.5,9.3,7,7.4,PAEG
USW00026422,EAGLE AP,4,30,52.5,25.6,39.1,9.2,6.8,7.3,PAEG
USW00026422,EAGLE AP,5,1,53,26.1,39.6,9.1,6.6,7.1,PAEG
USW00026422,EAGLE AP,5,2,53.5,26.7,40.1,9.1,6.5,7,PAEG
USW00026422,EAGLE AP,5,3,54,27.2,40.6,9.1,6.3,6.9,PAEG
USW00026422,EAGLE AP,5,4,54.5,27.6,41.1,9.1,6.2,6.8,PAEG
USW00026422,EAGLE AP,5,5,54.9,28.1,41.5,9,6.1,6.8,PAEG
USW00026422,EAGLE AP,5,6,55.4,28.6,42,9,6,6.7,PAEG
USW00026422,EAGLE AP,5,7,55.8,29,42.4,9,5.9,6.6,PAEG
USW00026422,EAGLE AP,5,8,56.3,29.5,42.9,9,5.8,6.6,PAEG
USW00026422,EAGLE AP,5,9,56.7,29.9,43.3,8.9,5.8,6.5,PAEG
USW00026422,EAGLE AP,5,10,57.1,30.3,43.7,8.9,5.8,6.5,PAEG
USW00026422,EAGLE AP,5,11,57.5,30.7,44.1,8.9,5.7,6.5,PAEG
USW00026422,EAGLE AP,5,12,57.9,31.1,44.5,8.9,5.7,6.4,PAEG
USW00026422,EAGLE AP,5,13,58.3,31.5,44.9,8.8,5.7,6.4,PAEG
USW00026422,EAGLE AP,5,14,58.7,31.9,45.3,8.8,5.7,6.4,PAEG
USW00026422,EAGLE AP,5,15,59.1,32.3,45.7,8.8,5.7,6.4,PAEG
USW00026422,EAGLE AP,5,16,59.5,32.7,46.1,8.7,5.7,6.3,PAEG
USW00026422,EAGLE AP,5,17,59.9,33,46.5,8.7,5.7,6.3,PAEG
USW00026422,EAGLE AP,5,18,60.3,33.4,46.9,8.7,5.7,6.3,PAEG
USW00026422,EAGLE AP,5,19,60.7,33.8,47.3,8.6,5.7,6.3,PAEG
USW00026422,EAGLE AP,5,20,61.1,34.2,47.7,8.6,5.7,6.3,PAEG
USW00026422,EAGLE AP,5,21,61.6,34.6,48.1,8.6,5.7,6.3,PAEG
USW00026422,EAGLE AP,5,22,62,35,48.5,8.6,5.8,6.3,PAEG
USW00026422,EAGLE AP,5,23,62.4,35.4,48.9,8.6,5.8,6.3,PAEG
USW00026422,EAGLE AP,5,24,62.8,35.8,49.3,8.6,5.8,6.3,PAEG
USW00026422,EAGLE AP,5,25,63.2,36.2,49.7,8.5,5.8,6.3,PAEG
USW00026422,EAGLE AP,5,26,63.6,36.6,50.1,8.5,5.8,6.3,PAEG
USW00026422,EAGLE AP,5,27,64,37,50.5,8.5,5.8,6.3,PAEG
USW00026422,EAGLE AP,5,28,64.5,37.4,51,8.5,5.8,6.3,PAEG
USW00026422,EAGLE AP,5,29,64.9,37.9,51.4,8.5,5.8,6.3,PAEG
USW00026422,EAGLE AP,5,30,65.3,38.3,51.8,8.4,5.8,6.3,PAEG
USW00026422,EAGLE AP,5,31,65.7,38.7,52.2,8.4,5.8,6.2,PAEG
USW00026422,EAGLE AP,6,1,66.2,39.1,52.7,8.4,5.8,6.2,PAEG
USW00026422,EAGLE AP,6,2,66.6,39.6,53.1,8.3,5.8,6.2,PAEG
USW00026422,EAGLE AP,6,3,67,40,53.5,8.3,5.7,6.2,PAEG
USW00026422,EAGLE AP,6,4,67.4,40.4,53.9,8.3,5.7,6.1,PAEG
USW00026422,EAGLE AP,6,5,67.8,40.9,54.4,8.2,5.7,6.1,PAEG
USW00026422,EAGLE AP,6,6,68.2,41.3,54.8,8.2,5.7,6.1,PAEG
USW00026422,EAGLE AP,6,7,68.7,41.7,55.2,8.2,5.6,6.1,PAEG
USW00026422,EAGLE AP,6,8,69.1,42.1,55.6,8.1,5.6,6,PAEG
USW00026422,EAGLE AP,6,9,69.4,42.6,56,8.1,5.6,6,PAEG
USW00026422,EAGLE AP,6,10,69.8,43,56.4,8.1,5.5,6,PAEG
USW00026422,EAGLE AP,6,11,70.2,43.4,56.8,8.1,5.5,6,PAEG
USW00026422,EAGLE AP,6,12,70.6,43.8,57.2,8.1,5.5,5.9,PAEG
USW00026422,EAGLE AP,6,13,70.9,44.1,57.5,8.1,5.4,5.9,PAEG
USW00026422,EAGLE AP,6,14,71.3,44.5,57.9,8,5.4,5.9,PAEG
USW00026422,EAGLE AP,6,15,71.6,44.9,58.2,8,5.4,5.9,PAEG
USW00026422,EAGLE AP,6,16,71.9,45.2,58.6,8,5.3,5.8,PAEG
USW00026422,EAGLE AP,6,17,72.2,45.6,58.9,8,5.3,5.8,PAEG
USW00026422,EAGLE AP,6,18,72.5,45.9,59.2,8,5.2,5.8,PAEG
USW00026422,EAGLE AP,6,19,72.7,46.2,59.5,8,5.2,5.8,PAEG
USW00026422,EAGLE AP,6,20,73,46.5,59.7,8,5.1,5.7,PAEG
USW00026422,EAGLE AP,6,21,73.2,46.8,60,8,5.1,5.7,PAEG
USW00026422,EAGLE AP,6,22,73.4,47,60.2,8,5.1,5.7,PAEG
USW00026422,EAGLE AP,6,23,73.6,47.3,60.4,7.9,5,5.6,PAEG
USW00026422,EAGLE AP,6,24,73.8,47.5,60.6,7.9,5,5.6,PAEG
USW00026422,EAGLE AP,6,25,73.9,47.7,60.8,7.9,4.9,5.6,PAEG
USW00026422,EAGLE AP,6,26,74.1,47.9,61,7.9,4.9,5.5,PAEG
USW00026422,EAGLE AP,6,27,74.2,48.1,61.1,7.9,4.9,5.5,PAEG
USW00026422,EAGLE AP,6,28,74.3,48.2,61.2,7.8,4.8,5.5,PAEG
USW00026422,EAGLE AP,6,29,74.3,48.3,61.3,7.8,4.8,5.4,PAEG
USW00026422,EAGLE AP,6,30,74.4,48.5,61.4,7.8,4.8,5.4,PAEG
USW00026422,EAGLE AP,7,1,74.4,48.6,61.5,7.8,4.8,5.4,PAEG
USW00026422,EAGLE AP,7,2,74.5,48.6,61.6,7.8,4.7,5.3,PAEG
USW00026422,EAGLE AP,7,3,74.5,48.7,61.6,7.7,4.7,5.3,PAEG
USW00026422,EAGLE AP,7,4,74.4,48.8,61.6,7.7,4.7,5.3,PAEG
USW00026422,EAGLE AP,7,5,74.4,48.8,61.6,7.7,4.7,5.3,PAEG
USW00026422,EAGLE AP,7,6,74.4,48.8,61.6,7.7,4.7,5.2,PAEG
USW00026422,EAGLE AP,7,7,74.3,48.8,61.6,7.7,4.7,5.2,PAEG
USW00026422,EAGLE AP,7,8,74.2,48.8,61.5,7.6,4.7,5.2,PAEG
USW00026422,EAGLE AP,7,9,74.1,48.8,61.5,7.6,4.7,5.2,PAEG
USW00026422,EAGLE AP,7,10,74,48.8,61.4,7.6,4.7,5.2,PAEG
USW00026422,EAGLE AP,7,11,73.9,48.7,61.3,7.6,4.7,5.1,PAEG
USW00026422,EAGLE AP,7,12,73.8,48.6,61.2,7.6,4.7,5.1,PAEG
USW00026422,EAGLE AP,7,13,73.7,48.6,61.1,7.5,4.7,5.1,PAEG
USW00026422,EAGLE AP,7,14,73.5,48.5,61,7.5,4.7,5.1,PAEG
USW00026422,EAGLE AP,7,15,73.4,48.4,60.9,7.5,4.8,5.1,PAEG
USW00026422,EAGLE AP,7,16,73.2,48.3,60.7,7.5,4.8,5.1,PAEG
USW00026422,EAGLE AP,7,17,73,48.2,60.6,7.5,4.8,5.1,PAEG
USW00026422,EAGLE AP,7,18,72.9,48.1,60.5,7.5,4.8,5.1,PAEG
USW00026422,EAGLE AP,7,19,72.7,47.9,60.3,7.5,4.9,5.1,PAEG
USW00026422,EAGLE AP,7,20,72.5,47.8,60.1,7.4,4.9,5.1,PAEG
USW00026422,EAGLE AP,7,21,72.3,47.6,60,7.4,4.9,5.1,PAEG
USW00026422,EAGLE AP,7,22,72.1,47.5,59.8,7.4,5,5.1,PAEG
USW00026422,EAGLE AP,7,23,71.9,47.3,59.6,7.4,5,5.1,PAEG
USW00026422,EAGLE AP,7,24,71.7,47.2,59.4,7.5,5.1,5.2,PAEG
USW00026422,EAGLE AP,7,25,71.5,47,59.2,7.5,5.1,5.2,PAEG
USW00026422,EAGLE AP,7,26,71.3,46.8,59,7.5,5.2,5.2,PAEG
USW00026422,EAGLE AP,7,27,71.1,46.6,58.8,7.5,5.2,5.2,PAEG
USW00026422,EAGLE AP,7,28,70.9,46.4,58.6,7.5,5.3,5.3,PAEG
USW00026422,EAGLE AP,7,29,70.6,46.2,58.4,7.6,5.3,5.3,PAEG
USW00026422,EAGLE AP,7,30,70.4,46,58.2,7.6,5.4,5.3,PAEG
USW00026422,EAGLE AP,7,31,70.2,45.8,58,7.6,5.4,5.4,PAEG
USW00026422,EAGLE AP,8,1,70,45.6,57.8,7.6,5.5,5.4,PAEG
USW00026422,EAGLE AP,8,2,69.8,45.3,57.5,7.7,5.5,5.4,PAEG
USW00026422,EAGLE AP,8,3,69.5,45.1,57.3,7.7,5.6,5.5,PAEG
USW00026422,EAGLE AP,8,4,69.3,44.9,57.1,7.7,5.6,5.5,PAEG
USW00026422,EAGLE AP,8,5,69.1,44.6,56.8,7.7,5.7,5.5,PAEG
USW00026422,EAGLE AP,8,6,68.8,44.4,56.6,7.7,5.7,5.6,PAEG
USW00026422,EAGLE AP,8,7,68.6,44.1,56.3,7.8,5.8,5.6,PAEG
USW00026422,EAGLE AP,8,8,68.3,43.8,56.1,7.8,5.8,5.6,PAEG
USW00026422,EAGLE AP,8,9,68.1,43.6,55.8,7.8,5.8,5.7,PAEG
USW00026422,EAGLE AP,8,10,67.9,43.3,55.6,7.8,5.9,5.7,PAEG
USW00026422,EAGLE AP,8,11,67.6,43,55.3,7.8,5.9,5.7,PAEG
USW00026422,EAGLE AP,8,12,67.3,42.7,55,7.8,6,5.7,PAEG
USW00026422,EAGLE AP,8,13,67.1,42.4,54.7,7.8,6,5.7,PAEG
USW00026422,EAGLE AP,8,14,66.8,42.1,54.4,7.8,6,5.7,PAEG
USW00026422,EAGLE AP,8,15,66.5,41.8,54.1,7.7,6,5.7,PAEG
USW00026422,EAGLE AP,8,16,66.2,41.4,53.8,7.7,6.1,5.7,PAEG
USW00026422,EAGLE AP,8,17,66,41.1,53.5,7.7,6.1,5.7,PAEG
USW00026422,EAGLE AP,8,18,65.7,40.8,53.2,7.7,6.1,5.7,PAEG
USW00026422,EAGLE AP,8,19,65.4,40.4,52.9,7.7,6.1,5.7,PAEG
USW00026422,EAGLE AP,8,20,65.1,40.1,52.6,7.7,6.1,5.7,PAEG
USW00026422,EAGLE AP,8,21,64.7,39.7,52.2,7.7,6.2,5.7,PAEG
USW00026422,EAGLE AP,8,22,64.4,39.4,51.9,7.6,6.2,5.6,PAEG
USW00026422,EAGLE AP,8,23,64.1,39,51.5,7.6,6.2,5.6,PAEG
USW00026422,EAGLE AP,8,24,63.7,38.7,51.2,7.6,6.2,5.6,PAEG
USW00026422,EAGLE AP,8,25,63.4,38.3,50.8,7.5,6.2,5.6,PAEG
USW00026422,EAGLE AP,8,26,63,37.9,50.5,7.5,6.2,5.6,PAEG
USW00026422,EAGLE AP,8,27,62.7,37.5,50.1,7.5,6.3,5.6,PAEG
USW00026422,EAGLE AP,8,28,62.3,37.2,49.7,7.5,6.3,5.6,PAEG
USW00026422,EAGLE AP,8,29,61.9,36.8,49.4,7.5,6.3,5.6,PAEG
USW00026422,EAGLE AP,8,30,61.5,36.4,49,7.5,6.3,5.6,PAEG
USW00026422,EAGLE AP,8,31,61.1,36,48.6,7.5,6.4,5.6,PAEG
USW00026422,EAGLE AP,9,1,60.7,35.7,48.2,7.5,6.4,5.6,PAEG
USW00026422,EAGLE AP,9,2,60.3,35.3,47.8,7.5,6.5,5.7,PAEG
USW00026422,EAGLE AP,9,3,59.9,34.9,47.4,7.6,6.5,5.7,PAEG
USW00026422,EAGLE AP,9,4,59.5,34.5,47,7.6,6.6,5.8,PAEG
USW00026422,EAGLE AP,9,5,59,34.2,46.6,7.6,6.6,5.8,PAEG
USW00026422,EAGLE AP,9,6,58.6,33.8,46.2,7.7,6.7,5.9,PAEG
USW00026422,EAGLE AP,9,7,58.1,33.4,45.8,7.7,6.8,5.9,PAEG
USW00026422,EAGLE AP,9,8,57.7,33,45.4,7.8,6.9,6,PAEG
USW00026422,EAGLE AP,9,9,57.2,32.7,44.9,7.8,7,6.1,PAEG
USW00026422,EAGLE AP,9,10,56.7,32.3,44.5,7.9,7,6.2,PAEG
USW00026422,EAGLE AP,9,11,56.2,31.9,44.1,8,7.1,6.2,PAEG
USW00026422,EAGLE AP,9,12,55.7,31.6,43.6,8,7.2,6.3,PAEG
USW00026422,EAGLE AP,9,13,55.2,31.2,43.2,8.1,7.3,6.4,PAEG
USW00026422,EAGLE AP,9,14,54.7,30.8,42.8,8.1,7.4,6.5,PAEG
USW00026422,EAGLE AP,9,15,54.2,30.5,42.3,8.2,7.5,6.6,PAEG
USW00026422,EAGLE AP,9,16,53.6,30.1,41.9,8.2,7.6,6.7,PAEG
USW00026422,EAGLE AP,9,17,53.1,29.7,41.4,8.3,7.7,6.8,PAEG
USW00026422,EAGLE AP,9,18,52.5,29.3,40.9,8.3,7.8,6.8,PAEG
USW00026422,EAGLE AP,9,19,51.9,29,40.5,8.4,7.9,6.9,PAEG
USW00026422,EAGLE AP,9,20,51.3,28.6,40,8.4,8,7,PAEG
USW00026422,EAGLE AP,9,21,50.8,28.2,39.5,8.4,8,7.1,PAEG
USW00026422,EAGLE AP,9,22,50.1,27.8,39,8.5,8.1,7.1,PAEG
USW00026422,EAGLE AP,9,23,49.5,27.4,38.5,8.5,8.2,7.2,PAEG
USW00026422,EAGLE AP,9,24,48.9,27,37.9,8.5,8.3,7.3,PAEG
USW00026422,EAGLE AP,9,25,48.2,26.6,37.4,8.5,8.4,7.4,PAEG
USW00026422,EAGLE AP,9,26,47.6,26.2,36.9,8.5,8.5,7.4,PAEG
USW00026422,EAGLE AP,9,27,46.9,25.7,36.3,8.5,8.6,7.5,PAEG
USW00026422,EAGLE AP,9,28,46.2,25.3,35.8,8.5,8.7,7.6,PAEG
USW00026422,EAGLE AP,9,29,45.5,24.8,35.2,8.5,8.8,7.6,PAEG
USW00026422,EAGLE AP,9,30,44.8,24.4,34.6,8.5,8.9,7.7,PAEG
USW00026422,EAGLE AP,10,1,44.1,23.9,34,8.5,9,7.8,PAEG
USW00026422,EAGLE AP,10,2,43.3,23.4,33.4,8.5,9.1,7.9,PAEG
USW00026422,EAGLE AP,10,3,42.6,22.9,32.7,8.6,9.2,7.9,PAEG
USW00026422,EAGLE AP,10,4,41.8,22.4,32.1,8.6,9.4,8,PAEG
USW00026422,EAGLE AP,10,5,41,21.8,31.4,8.6,9.5,8.1,PAEG
USW00026422,EAGLE AP,10,6,40.3,21.3,30.8,8.6,9.6,8.2,PAEG
USW00026422,EAGLE AP,10,7,39.4,20.7,30.1,8.7,9.7,8.3,PAEG
USW00026422,EAGLE AP,10,8,38.6,20.1,29.4,8.7,9.9,8.4,PAEG
USW00026422,EAGLE AP,10,9,37.8,19.5,28.6,8.7,10.1,8.6,PAEG
USW00026422,EAGLE AP,10,10,37,18.9,27.9,8.8,10.2,8.7,PAEG
USW00026422,EAGLE AP,10,11,36.1,18.2,27.2,8.9,10.4,8.8,PAEG
USW00026422,EAGLE AP,10,12,35.2,17.6,26.4,8.9,10.5,8.9,PAEG
USW00026422,EAGLE AP,10,13,34.4,16.9,25.6,9,10.7,9.1,PAEG
USW00026422,EAGLE AP,10,14,33.5,16.2,24.9,9.1,10.9,9.2,PAEG
USW00026422,EAGLE AP,10,15,32.6,15.5,24.1,9.2,11.1,9.4,PAEG
USW00026422,EAGLE AP,10,16,31.7,14.8,23.3,9.2,11.3,9.5,PAEG
USW00026422,EAGLE AP,10,17,30.8,14.1,22.5,9.3,11.5,9.7,PAEG
USW00026422,EAGLE AP,10,18,29.9,13.4,21.7,9.5,11.7,9.8,PAEG
USW00026422,EAGLE AP,10,19,29,12.6,20.8,9.6,11.9,10,PAEG
USW00026422,EAGLE AP,10,20,28.1,11.9,20,9.7,12.1,10.2,PAEG
USW00026422,EAGLE AP,10,21,27.3,11.1,19.2,9.8,12.3,10.4,PAEG
USW00026422,EAGLE AP,10,22,26.4,10.4,18.4,10,12.5,10.5,PAEG
USW00026422,EAGLE AP,10,23,25.5,9.6,17.5,10.1,12.7,10.7,PAEG
USW00026422,EAGLE AP,10,24,24.6,8.8,16.7,10.3,12.9,11,PAEG
USW00026422,EAGLE AP,10,25,23.7,8.1,15.9,10.5,13.1,11.2,PAEG
USW00026422,EAGLE AP,10,26,22.9,7.3,15.1,10.7,13.3,11.4,PAEG
USW00026422,EAGLE AP,10,27,22,6.5,14.3,10.9,13.5,11.6,PAEG
USW00026422,EAGLE AP,10,28,21.2,5.8,13.5,11,13.7,11.8,PAEG
USW00026422,EAGLE AP,10,29,20.4,5,12.7,11.2,13.9,12,PAEG
USW00026422,EAGLE AP,10,30,19.6,4.2,11.9,11.4,14.1,12.2,PAEG
